datetime_beginning_utc,datetime_beginning_ept,nerc_region,mkt_region,zone,load_area,mw,is_verified
1/1/2006 5:00:00 AM,1/1/2006 12:00:00 AM,SERC,SOUTH,DOM,DOM,9250.000,True
1/1/2006 6:00:00 AM,1/1/2006 1:00:00 AM,SERC,SOUTH,DOM,DOM,8978.000,True
1/1/2006 7:00:00 AM,1/1/2006 2:00:00 AM,SERC,SOUTH,DOM,DOM,8773.000,True
1/1/2006 8:00:00 AM,1/1/2006 3:00:00 AM,SERC,SOUTH,DOM,DOM,8671.000,True
1/1/2006 9:00:00 AM,1/1/2006 4:00:00 AM,SERC,SOUTH,DOM,DOM,8664.000,True
1/1/2006 10:00:00 AM,1/1/2006 5:00:00 AM,SERC,SOUTH,DOM,DOM,8890.000,True
1/1/2006 11:00:00 AM,1/1/2006 6:00:00 AM,SERC,SOUTH,DOM,DOM,9268.000,True
1/1/2006 12:00:00 PM,1/1/2006 7:00:00 AM,SERC,SOUTH,DOM,DOM,9632.000,True
1/1/2006 1:00:00 PM,1/1/2006 8:00:00 AM,SERC,SOUTH,DOM,DOM,9931.000,True
1/1/2006 2:00:00 PM,1/1/2006 9:00:00 AM,SERC,SOUTH,DOM,DOM,10037.000,True
1/1/2006 3:00:00 PM,1/1/2006 10:00:00 AM,SERC,SOUTH,DOM,DOM,10054.000,True
1/1/2006 4:00:00 PM,1/1/2006 11:00:00 AM,SERC,SOUTH,DOM,DOM,9880.000,True
1/1/2006 5:00:00 PM,1/1/2006 12:00:00 PM,SERC,SOUTH,DOM,DOM,9781.000,True
1/1/2006 6:00:00 PM,1/1/2006 1:00:00 PM,SERC,SOUTH,DOM,DOM,9574.000,True
1/1/2006 7:00:00 PM,1/1/2006 2:00:00 PM,SERC,SOUTH,DOM,DOM,9294.000,True
1/1/2006 8:00:00 PM,1/1/2006 3:00:00 PM,SERC,SOUTH,DOM,DOM,9175.000,True
1/1/2006 9:00:00 PM,1/1/2006 4:00:00 PM,SERC,SOUTH,DOM,DOM,9468.000,True
1/1/2006 10:00:00 PM,1/1/2006 5:00:00 PM,SERC,SOUTH,DOM,DOM,10727.000,True
1/1/2006 11:00:00 PM,1/1/2006 6:00:00 PM,SERC,SOUTH,DOM,DOM,11129.000,True
1/2/2006 12:00:00 AM,1/1/2006 7:00:00 PM,SERC,SOUTH,DOM,DOM,11097.000,True
1/2/2006 1:00:00 AM,1/1/2006 8:00:00 PM,SERC,SOUTH,DOM,DOM,11121.000,True
1/2/2006 2:00:00 AM,1/1/2006 9:00:00 PM,SERC,SOUTH,DOM,DOM,10863.000,True
1/2/2006 3:00:00 AM,1/1/2006 10:00:00 PM,SERC,SOUTH,DOM,DOM,10457.000,True
1/2/2006 4:00:00 AM,1/1/2006 11:00:00 PM,SERC,SOUTH,DOM,DOM,10019.000,True
1/2/2006 5:00:00 AM,1/2/2006 12:00:00 AM,SERC,SOUTH,DOM,DOM,9643.000,True
1/2/2006 6:00:00 AM,1/2/2006 1:00:00 AM,SERC,SOUTH,DOM,DOM,9454.000,True
1/2/2006 7:00:00 AM,1/2/2006 2:00:00 AM,SERC,SOUTH,DOM,DOM,9462.000,True
1/2/2006 8:00:00 AM,1/2/2006 3:00:00 AM,SERC,SOUTH,DOM,DOM,9576.000,True
1/2/2006 9:00:00 AM,1/2/2006 4:00:00 AM,SERC,SOUTH,DOM,DOM,9847.000,True
1/2/2006 10:00:00 AM,1/2/2006 5:00:00 AM,SERC,SOUTH,DOM,DOM,10160.000,True
1/2/2006 11:00:00 AM,1/2/2006 6:00:00 AM,SERC,SOUTH,DOM,DOM,10604.000,True
1/2/2006 12:00:00 PM,1/2/2006 7:00:00 AM,SERC,SOUTH,DOM,DOM,10913.000,True
1/2/2006 1:00:00 PM,1/2/2006 8:00:00 AM,SERC,SOUTH,DOM,DOM,11228.000,True
1/2/2006 2:00:00 PM,1/2/2006 9:00:00 AM,SERC,SOUTH,DOM,DOM,11532.000,True
1/2/2006 3:00:00 PM,1/2/2006 10:00:00 AM,SERC,SOUTH,DOM,DOM,11705.000,True
1/2/2006 4:00:00 PM,1/2/2006 11:00:00 AM,SERC,SOUTH,DOM,DOM,11648.000,True
1/2/2006 5:00:00 PM,1/2/2006 12:00:00 PM,SERC,SOUTH,DOM,DOM,11427.000,True
1/2/2006 6:00:00 PM,1/2/2006 1:00:00 PM,SERC,SOUTH,DOM,DOM,11221.000,True
1/2/2006 7:00:00 PM,1/2/2006 2:00:00 PM,SERC,SOUTH,DOM,DOM,11115.000,True
1/2/2006 8:00:00 PM,1/2/2006 3:00:00 PM,SERC,SOUTH,DOM,DOM,11184.000,True
1/2/2006 9:00:00 PM,1/2/2006 4:00:00 PM,SERC,SOUTH,DOM,DOM,11492.000,True
1/2/2006 10:00:00 PM,1/2/2006 5:00:00 PM,SERC,SOUTH,DOM,DOM,12175.000,True
1/2/2006 11:00:00 PM,1/2/2006 6:00:00 PM,SERC,SOUTH,DOM,DOM,12119.000,True
1/3/2006 12:00:00 AM,1/2/2006 7:00:00 PM,SERC,SOUTH,DOM,DOM,11890.000,True
1/3/2006 1:00:00 AM,1/2/2006 8:00:00 PM,SERC,SOUTH,DOM,DOM,11503.000,True
1/3/2006 2:00:00 AM,1/2/2006 9:00:00 PM,SERC,SOUTH,DOM,DOM,10845.000,True
1/3/2006 3:00:00 AM,1/2/2006 10:00:00 PM,SERC,SOUTH,DOM,DOM,9905.000,True
1/3/2006 4:00:00 AM,1/2/2006 11:00:00 PM,SERC,SOUTH,DOM,DOM,9054.000,True
1/3/2006 5:00:00 AM,1/3/2006 12:00:00 AM,SERC,SOUTH,DOM,DOM,8443.000,True
1/3/2006 6:00:00 AM,1/3/2006 1:00:00 AM,SERC,SOUTH,DOM,DOM,8233.000,True
1/3/2006 7:00:00 AM,1/3/2006 2:00:00 AM,SERC,SOUTH,DOM,DOM,8094.000,True
1/3/2006 8:00:00 AM,1/3/2006 3:00:00 AM,SERC,SOUTH,DOM,DOM,8135.000,True
