datetime_beginning_utc,datetime_beginning_ept,nerc_region,mkt_region,zone,load_area,mw,is_verified
1/2/2009 4:00:00 AM,1/1/2009 11:00:00 PM,SERC,SOUTH,DOM,DOM,12298.000,True
1/2/2009 5:00:00 AM,1/2/2009 12:00:00 AM,SERC,SOUTH,DOM,DOM,11764.000,True
1/2/2009 6:00:00 AM,1/2/2009 1:00:00 AM,SERC,SOUTH,DOM,DOM,11475.000,True
1/2/2009 7:00:00 AM,1/2/2009 2:00:00 AM,SERC,SOUTH,DOM,DOM,11371.000,True
1/2/2009 8:00:00 AM,1/2/2009 3:00:00 AM,SERC,SOUTH,DOM,DOM,11367.000,True
1/2/2009 9:00:00 AM,1/2/2009 4:00:00 AM,SERC,SOUTH,DOM,DOM,11534.000,True
1/2/2009 10:00:00 AM,1/2/2009 5:00:00 AM,SERC,SOUTH,DOM,DOM,12038.000,True
1/2/2009 11:00:00 AM,1/2/2009 6:00:00 AM,SERC,SOUTH,DOM,DOM,12710.000,True
1/2/2009 12:00:00 PM,1/2/2009 7:00:00 AM,SERC,SOUTH,DOM,DOM,13072.000,True
1/2/2009 1:00:00 PM,1/2/2009 8:00:00 AM,SERC,SOUTH,DOM,DOM,13194.000,True
1/2/2009 2:00:00 PM,1/2/2009 9:00:00 AM,SERC,SOUTH,DOM,DOM,13353.000,True
1/2/2009 3:00:00 PM,1/2/2009 10:00:00 AM,SERC,SOUTH,DOM,DOM,13397.000,True
1/2/2009 4:00:00 PM,1/2/2009 11:00:00 AM,SERC,SOUTH,DOM,DOM,13359.000,True
1/2/2009 5:00:00 PM,1/2/2009 12:00:00 PM,SERC,SOUTH,DOM,DOM,13085.000,True
1/2/2009 6:00:00 PM,1/2/2009 1:00:00 PM,SERC,SOUTH,DOM,DOM,12541.000,True
1/2/2009 7:00:00 PM,1/2/2009 2:00:00 PM,SERC,SOUTH,DOM,DOM,11916.000,True
1/2/2009 8:00:00 PM,1/2/2009 3:00:00 PM,SERC,SOUTH,DOM,DOM,11650.000,True
1/2/2009 9:00:00 PM,1/2/2009 4:00:00 PM,SERC,SOUTH,DOM,DOM,11850.000,True
1/2/2009 10:00:00 PM,1/2/2009 5:00:00 PM,SERC,SOUTH,DOM,DOM,12894.000,True
1/2/2009 11:00:00 PM,1/2/2009 6:00:00 PM,SERC,SOUTH,DOM,DOM,12972.000,True
1/3/2009 12:00:00 AM,1/2/2009 7:00:00 PM,SERC,SOUTH,DOM,DOM,12724.000,True
1/3/2009 1:00:00 AM,1/2/2009 8:00:00 PM,SERC,SOUTH,DOM,DOM,12499.000,True
1/3/2009 2:00:00 AM,1/2/2009 9:00:00 PM,SERC,SOUTH,DOM,DOM,12142.000,True
1/3/2009 3:00:00 AM,1/2/2009 10:00:00 PM,SERC,SOUTH,DOM,DOM,11623.000,True
1/3/2009 4:00:00 AM,1/2/2009 11:00:00 PM,SERC,SOUTH,DOM,DOM,11021.000,True
1/3/2009 5:00:00 AM,1/3/2009 12:00:00 AM,SERC,SOUTH,DOM,DOM,10493.000,True
1/3/2009 6:00:00 AM,1/3/2009 1:00:00 AM,SERC,SOUTH,DOM,DOM,10220.000,True
1/3/2009 7:00:00 AM,1/3/2009 2:00:00 AM,SERC,SOUTH,DOM,DOM,10136.000,True
1/3/2009 8:00:00 AM,1/3/2009 3:00:00 AM,SERC,SOUTH,DOM,DOM,10154.000,True
1/3/2009 9:00:00 AM,1/3/2009 4:00:00 AM,SERC,SOUTH,DOM,DOM,10331.000,True
1/3/2009 10:00:00 AM,1/3/2009 5:00:00 AM,SERC,SOUTH,DOM,DOM,10779.000,True
1/3/2009 11:00:00 AM,1/3/2009 6:00:00 AM,SERC,SOUTH,DOM,DOM,11369.000,True
1/3/2009 12:00:00 PM,1/3/2009 7:00:00 AM,SERC,SOUTH,DOM,DOM,11792.000,True
1/3/2009 1:00:00 PM,1/3/2009 8:00:00 AM,SERC,SOUTH,DOM,DOM,11998.000,True
1/3/2009 2:00:00 PM,1/3/2009 9:00:00 AM,SERC,SOUTH,DOM,DOM,11773.000,True
1/3/2009 3:00:00 PM,1/3/2009 10:00:00 AM,SERC,SOUTH,DOM,DOM,11419.000,True
1/3/2009 4:00:00 PM,1/3/2009 11:00:00 AM,SERC,SOUTH,DOM,DOM,11035.000,True
1/3/2009 5:00:00 PM,1/3/2009 12:00:00 PM,SERC,SOUTH,DOM,DOM,10594.000,True
1/3/2009 6:00:00 PM,1/3/2009 1:00:00 PM,SERC,SOUTH,DOM,DOM,10040.000,True
1/3/2009 7:00:00 PM,1/3/2009 2:00:00 PM,SERC,SOUTH,DOM,DOM,9734.000,True
1/3/2009 8:00:00 PM,1/3/2009 3:00:00 PM,SERC,SOUTH,DOM,DOM,9614.000,True
1/3/2009 9:00:00 PM,1/3/2009 4:00:00 PM,SERC,SOUTH,DOM,DOM,10060.000,True
1/3/2009 10:00:00 PM,1/3/2009 5:00:00 PM,SERC,SOUTH,DOM,DOM,11304.000,True
1/3/2009 11:00:00 PM,1/3/2009 6:00:00 PM,SERC,SOUTH,DOM,DOM,11785.000,True
1/4/2009 12:00:00 AM,1/3/2009 7:00:00 PM,SERC,SOUTH,DOM,DOM,11854.000,True
1/4/2009 1:00:00 AM,1/3/2009 8:00:00 PM,SERC,SOUTH,DOM,DOM,11814.000,True
1/4/2009 2:00:00 AM,1/3/2009 9:00:00 PM,SERC,SOUTH,DOM,DOM,11656.000,True
1/4/2009 3:00:00 AM,1/3/2009 10:00:00 PM,SERC,SOUTH,DOM,DOM,11297.000,True
1/4/2009 4:00:00 AM,1/3/2009 11:00:00 PM,SERC,SOUTH,DOM,DOM,10830.000,True
1/4/2009 5:00:00 AM,1/4/2009 12:00:00 AM,SERC,SOUTH,DOM,DOM,10443.000,True
1/4/2009 6:00:00 AM,1/4/2009 1:00:00 AM,SERC,SOUTH,DOM,DOM,10299.000,True
1/4/2009 7:00:00 AM,1/4/2009 2:00:00 AM,SERC,SOUTH,DOM,DOM,10344.000,True
1/4/2009 8:00:00 AM,1/4/2009 3:00:00 AM,SERC,SOUTH,DOM,DOM,10393.000,True
1/4/2009 9:00:00 AM,1/4/2009 4:00:00 AM,SERC,SOUTH,DOM,DOM,10501.000,True
1/4/2009 10:00:00 AM,1/4/2009 5:00:00 AM,SERC,SOUTH,DOM,DOM,10736.000,True
1/4/2009 11:00:00 AM,1/4/2009 6:00:00 AM,SERC,SOUTH,DOM,DOM,11096.000,True
1/4/2009 12:00:00 PM,1/4/2009 7:00:00 AM,SERC,SOUTH,DOM,DOM,11368.000,True
1/4/2009 1:00:00 PM,1/4/2009 8:00:00 AM,SERC,SOUTH,DOM,DOM,11618.000,True
1/4/2009 2:00:00 PM,1/4/2009 9:00:00 AM,SERC,SOUTH,DOM,DOM,11700.000,True
1/4/2009 3:00:00 PM,1/4/2009 10:00:00 AM,SERC,SOUTH,DOM,DOM,11511.000,True
1/4/2009 4:00:00 PM,1/4/2009 11:00:00 AM,SERC,SOUTH,DOM,DOM,11175.000,True
1/4/2009 5:00:00 PM,1/4/2009 12:00:00 PM,SERC,SOUTH,DOM,DOM,10798.000,True
1/4/2009 6:00:00 PM,1/4/2009 1:00:00 PM,SERC,SOUTH,DOM,DOM,10539.000,True
1/4/2009 7:00:00 PM,1/4/2009 2:00:00 PM,SERC,SOUTH,DOM,DOM,10332.000,True
1/4/2009 8:00:00 PM,1/4/2009 3:00:00 PM,SERC,SOUTH,DOM,DOM,10317.000,True
1/4/2009 9:00:00 PM,1/4/2009 4:00:00 PM,SERC,SOUTH,DOM,DOM,10669.000,True
1/4/2009 10:00:00 PM,1/4/2009 5:00:00 PM,SERC,SOUTH,DOM,DOM,11632.000,True
1/4/2009 11:00:00 PM,1/4/2009 6:00:00 PM,SERC,SOUTH,DOM,DOM,11816.000,True
1/5/2009 12:00:00 AM,1/4/2009 7:00:00 PM,SERC,SOUTH,DOM,DOM,11642.000,True
1/5/2009 1:00:00 AM,1/4/2009 8:00:00 PM,SERC,SOUTH,DOM,DOM,11324.000,True
1/5/2009 2:00:00 AM,1/4/2009 9:00:00 PM,SERC,SOUTH,DOM,DOM,10868.000,True
1/5/2009 3:00:00 AM,1/4/2009 10:00:00 PM,SERC,SOUTH,DOM,DOM,10105.000,True
1/5/2009 4:00:00 AM,1/4/2009 11:00:00 PM,SERC,SOUTH,DOM,DOM,9298.000,True
1/5/2009 5:00:00 AM,1/5/2009 12:00:00 AM,SERC,SOUTH,DOM,DOM,8799.000,True
1/5/2009 6:00:00 AM,1/5/2009 1:00:00 AM,SERC,SOUTH,DOM,DOM,8512.000,True
1/5/2009 7:00:00 AM,1/5/2009 2:00:00 AM,SERC,SOUTH,DOM,DOM,8432.000,True
1/5/2009 8:00:00 AM,1/5/2009 3:00:00 AM,SERC,SOUTH,DOM,DOM,8462.000,True
1/5/2009 9:00:00 AM,1/5/2009 4:00:00 AM,SERC,SOUTH,DOM,DOM,8802.000,True
1/5/2009 10:00:00 AM,1/5/2009 5:00:00 AM,SERC,SOUTH,DOM,DOM,9651.000,True
1/5/2009 11:00:00 AM,1/5/2009 6:00:00 AM,SERC,SOUTH,DOM,DOM,10936.000,True
1/5/2009 12:00:00 PM,1/5/2009 7:00:00 AM,SERC,SOUTH,DOM,DOM,11456.000,True
1/5/2009 1:00:00 PM,1/5/2009 8:00:00 AM,SERC,SOUTH,DOM,DOM,11125.000,True
1/5/2009 2:00:00 PM,1/5/2009 9:00:00 AM,SERC,SOUTH,DOM,DOM,10895.000,True
1/5/2009 3:00:00 PM,1/5/2009 10:00:00 AM,SERC,SOUTH,DOM,DOM,10768.000,True
1/5/2009 4:00:00 PM,1/5/2009 11:00:00 AM,SERC,SOUTH,DOM,DOM,10534.000,True
1/5/2009 5:00:00 PM,1/5/2009 12:00:00 PM,SERC,SOUTH,DOM,DOM,10423.000,True
1/5/2009 6:00:00 PM,1/5/2009 1:00:00 PM,SERC,SOUTH,DOM,DOM,10310.000,True
1/5/2009 7:00:00 PM,1/5/2009 2:00:00 PM,SERC,SOUTH,DOM,DOM,10340.000,True
1/5/2009 8:00:00 PM,1/5/2009 3:00:00 PM,SERC,SOUTH,DOM,DOM,10373.000,True
1/5/2009 9:00:00 PM,1/5/2009 4:00:00 PM,SERC,SOUTH,DOM,DOM,10786.000,True
1/5/2009 10:00:00 PM,1/5/2009 5:00:00 PM,SERC,SOUTH,DOM,DOM,11719.000,True
1/5/2009 11:00:00 PM,1/5/2009 6:00:00 PM,SERC,SOUTH,DOM,DOM,11955.000,True
1/6/2009 12:00:00 AM,1/5/2009 7:00:00 PM,SERC,SOUTH,DOM,DOM,11809.000,True
1/6/2009 1:00:00 AM,1/5/2009 8:00:00 PM,SERC,SOUTH,DOM,DOM,11515.000,True
1/6/2009 2:00:00 AM,1/5/2009 9:00:00 PM,SERC,SOUTH,DOM,DOM,10990.000,True
1/6/2009 3:00:00 AM,1/5/2009 10:00:00 PM,SERC,SOUTH,DOM,DOM,10109.000,True
1/6/2009 4:00:00 AM,1/5/2009 11:00:00 PM,SERC,SOUTH,DOM,DOM,9394.000,True
1/6/2009 5:00:00 AM,1/6/2009 12:00:00 AM,SERC,SOUTH,DOM,DOM,8913.000,True
1/6/2009 6:00:00 AM,1/6/2009 1:00:00 AM,SERC,SOUTH,DOM,DOM,8714.000,True
1/6/2009 7:00:00 AM,1/6/2009 2:00:00 AM,SERC,SOUTH,DOM,DOM,8720.000,True
1/6/2009 8:00:00 AM,1/6/2009 3:00:00 AM,SERC,SOUTH,DOM,DOM,8857.000,True
1/6/2009 9:00:00 AM,1/6/2009 4:00:00 AM,SERC,SOUTH,DOM,DOM,9182.000,True
1/6/2009 10:00:00 AM,1/6/2009 5:00:00 AM,SERC,SOUTH,DOM,DOM,10236.000,True
1/6/2009 11:00:00 AM,1/6/2009 6:00:00 AM,SERC,SOUTH,DOM,DOM,11693.000,True
1/6/2009 12:00:00 PM,1/6/2009 7:00:00 AM,SERC,SOUTH,DOM,DOM,12419.000,True
1/6/2009 1:00:00 PM,1/6/2009 8:00:00 AM,SERC,SOUTH,DOM,DOM,12404.000,True
1/6/2009 2:00:00 PM,1/6/2009 9:00:00 AM,SERC,SOUTH,DOM,DOM,12403.000,True
1/6/2009 3:00:00 PM,1/6/2009 10:00:00 AM,SERC,SOUTH,DOM,DOM,12532.000,True
1/6/2009 4:00:00 PM,1/6/2009 11:00:00 AM,SERC,SOUTH,DOM,DOM,12540.000,True
1/6/2009 5:00:00 PM,1/6/2009 12:00:00 PM,SERC,SOUTH,DOM,DOM,12516.000,True
1/6/2009 6:00:00 PM,1/6/2009 1:00:00 PM,SERC,SOUTH,DOM,DOM,12487.000,True
1/6/2009 7:00:00 PM,1/6/2009 2:00:00 PM,SERC,SOUTH,DOM,DOM,12474.000,True
1/6/2009 8:00:00 PM,1/6/2009 3:00:00 PM,SERC,SOUTH,DOM,DOM,12607.000,True
1/6/2009 9:00:00 PM,1/6/2009 4:00:00 PM,SERC,SOUTH,DOM,DOM,13090.000,True
1/6/2009 10:00:00 PM,1/6/2009 5:00:00 PM,SERC,SOUTH,DOM,DOM,13820.000,True
1/6/2009 11:00:00 PM,1/6/2009 6:00:00 PM,SERC,SOUTH,DOM,DOM,13706.000,True
1/7/2009 12:00:00 AM,1/6/2009 7:00:00 PM,SERC,SOUTH,DOM,DOM,13563.000,True
1/7/2009 1:00:00 AM,1/6/2009 8:00:00 PM,SERC,SOUTH,DOM,DOM,13121.000,True
1/7/2009 2:00:00 AM,1/6/2009 9:00:00 PM,SERC,SOUTH,DOM,DOM,12536.000,True
1/7/2009 3:00:00 AM,1/6/2009 10:00:00 PM,SERC,SOUTH,DOM,DOM,11523.000,True
1/7/2009 4:00:00 AM,1/6/2009 11:00:00 PM,SERC,SOUTH,DOM,DOM,10714.000,True
1/7/2009 5:00:00 AM,1/7/2009 12:00:00 AM,SERC,SOUTH,DOM,DOM,10165.000,True
1/7/2009 6:00:00 AM,1/7/2009 1:00:00 AM,SERC,SOUTH,DOM,DOM,9900.000,True
1/7/2009 7:00:00 AM,1/7/2009 2:00:00 AM,SERC,SOUTH,DOM,DOM,9828.000,True
1/7/2009 8:00:00 AM,1/7/2009 3:00:00 AM,SERC,SOUTH,DOM,DOM,9846.000,True
1/7/2009 9:00:00 AM,1/7/2009 4:00:00 AM,SERC,SOUTH,DOM,DOM,10081.000,True
1/7/2009 10:00:00 AM,1/7/2009 5:00:00 AM,SERC,SOUTH,DOM,DOM,10975.000,True
1/7/2009 11:00:00 AM,1/7/2009 6:00:00 AM,SERC,SOUTH,DOM,DOM,12252.000,True
1/7/2009 12:00:00 PM,1/7/2009 7:00:00 AM,SERC,SOUTH,DOM,DOM,12719.000,True
1/7/2009 1:00:00 PM,1/7/2009 8:00:00 AM,SERC,SOUTH,DOM,DOM,12379.000,True
1/7/2009 2:00:00 PM,1/7/2009 9:00:00 AM,SERC,SOUTH,DOM,DOM,12078.000,True
1/7/2009 3:00:00 PM,1/7/2009 10:00:00 AM,SERC,SOUTH,DOM,DOM,12024.000,True
1/7/2009 4:00:00 PM,1/7/2009 11:00:00 AM,SERC,SOUTH,DOM,DOM,11864.000,True
1/7/2009 5:00:00 PM,1/7/2009 12:00:00 PM,SERC,SOUTH,DOM,DOM,11666.000,True
1/7/2009 6:00:00 PM,1/7/2009 1:00:00 PM,SERC,SOUTH,DOM,DOM,11474.000,True
1/7/2009 7:00:00 PM,1/7/2009 2:00:00 PM,SERC,SOUTH,DOM,DOM,11305.000,True
1/7/2009 8:00:00 PM,1/7/2009 3:00:00 PM,SERC,SOUTH,DOM,DOM,11215.000,True
1/7/2009 9:00:00 PM,1/7/2009 4:00:00 PM,SERC,SOUTH,DOM,DOM,11464.000,True
1/7/2009 10:00:00 PM,1/7/2009 5:00:00 PM,SERC,SOUTH,DOM,DOM,12216.000,True
1/7/2009 11:00:00 PM,1/7/2009 6:00:00 PM,SERC,SOUTH,DOM,DOM,12345.000,True
1/8/2009 12:00:00 AM,1/7/2009 7:00:00 PM,SERC,SOUTH,DOM,DOM,12116.000,True
1/8/2009 1:00:00 AM,1/7/2009 8:00:00 PM,SERC,SOUTH,DOM,DOM,11895.000,True
1/8/2009 2:00:00 AM,1/7/2009 9:00:00 PM,SERC,SOUTH,DOM,DOM,11521.000,True
1/8/2009 3:00:00 AM,1/7/2009 10:00:00 PM,SERC,SOUTH,DOM,DOM,10808.000,True
1/8/2009 4:00:00 AM,1/7/2009 11:00:00 PM,SERC,SOUTH,DOM,DOM,10139.000,True
1/8/2009 5:00:00 AM,1/8/2009 12:00:00 AM,SERC,SOUTH,DOM,DOM,9715.000,True
1/8/2009 6:00:00 AM,1/8/2009 1:00:00 AM,SERC,SOUTH,DOM,DOM,9546.000,True
1/8/2009 7:00:00 AM,1/8/2009 2:00:00 AM,SERC,SOUTH,DOM,DOM,9634.000,True
1/8/2009 8:00:00 AM,1/8/2009 3:00:00 AM,SERC,SOUTH,DOM,DOM,9783.000,True
1/8/2009 9:00:00 AM,1/8/2009 4:00:00 AM,SERC,SOUTH,DOM,DOM,10215.000,True
1/8/2009 10:00:00 AM,1/8/2009 5:00:00 AM,SERC,SOUTH,DOM,DOM,11300.000,True
1/8/2009 11:00:00 AM,1/8/2009 6:00:00 AM,SERC,SOUTH,DOM,DOM,12683.000,True
1/8/2009 12:00:00 PM,1/8/2009 7:00:00 AM,SERC,SOUTH,DOM,DOM,13222.000,True
1/8/2009 1:00:00 PM,1/8/2009 8:00:00 AM,SERC,SOUTH,DOM,DOM,12806.000,True
1/8/2009 2:00:00 PM,1/8/2009 9:00:00 AM,SERC,SOUTH,DOM,DOM,12340.000,True
1/8/2009 3:00:00 PM,1/8/2009 10:00:00 AM,SERC,SOUTH,DOM,DOM,11919.000,True
1/8/2009 4:00:00 PM,1/8/2009 11:00:00 AM,SERC,SOUTH,DOM,DOM,11761.000,True
1/8/2009 5:00:00 PM,1/8/2009 12:00:00 PM,SERC,SOUTH,DOM,DOM,11548.000,True
1/8/2009 6:00:00 PM,1/8/2009 1:00:00 PM,SERC,SOUTH,DOM,DOM,11304.000,True
1/8/2009 7:00:00 PM,1/8/2009 2:00:00 PM,SERC,SOUTH,DOM,DOM,11087.000,True
1/8/2009 8:00:00 PM,1/8/2009 3:00:00 PM,SERC,SOUTH,DOM,DOM,11118.000,True
1/8/2009 9:00:00 PM,1/8/2009 4:00:00 PM,SERC,SOUTH,DOM,DOM,11585.000,True
1/8/2009 10:00:00 PM,1/8/2009 5:00:00 PM,SERC,SOUTH,DOM,DOM,12816.000,True
1/8/2009 11:00:00 PM,1/8/2009 6:00:00 PM,SERC,SOUTH,DOM,DOM,13384.000,True
1/9/2009 12:00:00 AM,1/8/2009 7:00:00 PM,SERC,SOUTH,DOM,DOM,13357.000,True
1/9/2009 1:00:00 AM,1/8/2009 8:00:00 PM,SERC,SOUTH,DOM,DOM,13278.000,True
1/9/2009 2:00:00 AM,1/8/2009 9:00:00 PM,SERC,SOUTH,DOM,DOM,12750.000,True
1/9/2009 3:00:00 AM,1/8/2009 10:00:00 PM,SERC,SOUTH,DOM,DOM,12027.000,True
1/9/2009 4:00:00 AM,1/8/2009 11:00:00 PM,SERC,SOUTH,DOM,DOM,11386.000,True
1/9/2009 5:00:00 AM,1/9/2009 12:00:00 AM,SERC,SOUTH,DOM,DOM,11013.000,True
1/9/2009 6:00:00 AM,1/9/2009 1:00:00 AM,SERC,SOUTH,DOM,DOM,10860.000,True
1/9/2009 7:00:00 AM,1/9/2009 2:00:00 AM,SERC,SOUTH,DOM,DOM,10958.000,True
1/9/2009 8:00:00 AM,1/9/2009 3:00:00 AM,SERC,SOUTH,DOM,DOM,11163.000,True
1/9/2009 9:00:00 AM,1/9/2009 4:00:00 AM,SERC,SOUTH,DOM,DOM,11667.000,True
1/9/2009 10:00:00 AM,1/9/2009 5:00:00 AM,SERC,SOUTH,DOM,DOM,12626.000,True
1/9/2009 11:00:00 AM,1/9/2009 6:00:00 AM,SERC,SOUTH,DOM,DOM,14117.000,True
1/9/2009 12:00:00 PM,1/9/2009 7:00:00 AM,SERC,SOUTH,DOM,DOM,14686.000,True
1/9/2009 1:00:00 PM,1/9/2009 8:00:00 AM,SERC,SOUTH,DOM,DOM,14195.000,True
1/9/2009 2:00:00 PM,1/9/2009 9:00:00 AM,SERC,SOUTH,DOM,DOM,13560.000,True
1/9/2009 3:00:00 PM,1/9/2009 10:00:00 AM,SERC,SOUTH,DOM,DOM,12998.000,True
1/9/2009 4:00:00 PM,1/9/2009 11:00:00 AM,SERC,SOUTH,DOM,DOM,12497.000,True
1/9/2009 5:00:00 PM,1/9/2009 12:00:00 PM,SERC,SOUTH,DOM,DOM,12065.000,True
1/9/2009 6:00:00 PM,1/9/2009 1:00:00 PM,SERC,SOUTH,DOM,DOM,11571.000,True
1/9/2009 7:00:00 PM,1/9/2009 2:00:00 PM,SERC,SOUTH,DOM,DOM,11331.000,True
1/9/2009 8:00:00 PM,1/9/2009 3:00:00 PM,SERC,SOUTH,DOM,DOM,11224.000,True
1/9/2009 9:00:00 PM,1/9/2009 4:00:00 PM,SERC,SOUTH,DOM,DOM,11690.000,True
1/9/2009 10:00:00 PM,1/9/2009 5:00:00 PM,SERC,SOUTH,DOM,DOM,12877.000,True
1/9/2009 11:00:00 PM,1/9/2009 6:00:00 PM,SERC,SOUTH,DOM,DOM,13280.000,True
1/10/2009 12:00:00 AM,1/9/2009 7:00:00 PM,SERC,SOUTH,DOM,DOM,13243.000,True
1/10/2009 1:00:00 AM,1/9/2009 8:00:00 PM,SERC,SOUTH,DOM,DOM,13083.000,True
1/10/2009 2:00:00 AM,1/9/2009 9:00:00 PM,SERC,SOUTH,DOM,DOM,12681.000,True
1/10/2009 3:00:00 AM,1/9/2009 10:00:00 PM,SERC,SOUTH,DOM,DOM,12086.000,True
1/10/2009 4:00:00 AM,1/9/2009 11:00:00 PM,SERC,SOUTH,DOM,DOM,11466.000,True
1/10/2009 5:00:00 AM,1/10/2009 12:00:00 AM,SERC,SOUTH,DOM,DOM,11049.000,True
1/10/2009 6:00:00 AM,1/10/2009 1:00:00 AM,SERC,SOUTH,DOM,DOM,10708.000,True
1/10/2009 7:00:00 AM,1/10/2009 2:00:00 AM,SERC,SOUTH,DOM,DOM,10572.000,True
1/10/2009 8:00:00 AM,1/10/2009 3:00:00 AM,SERC,SOUTH,DOM,DOM,10530.000,True
1/10/2009 9:00:00 AM,1/10/2009 4:00:00 AM,SERC,SOUTH,DOM,DOM,10618.000,True
1/10/2009 10:00:00 AM,1/10/2009 5:00:00 AM,SERC,SOUTH,DOM,DOM,10870.000,True
1/10/2009 11:00:00 AM,1/10/2009 6:00:00 AM,SERC,SOUTH,DOM,DOM,11296.000,True
1/10/2009 12:00:00 PM,1/10/2009 7:00:00 AM,SERC,SOUTH,DOM,DOM,11824.000,True
1/10/2009 1:00:00 PM,1/10/2009 8:00:00 AM,SERC,SOUTH,DOM,DOM,12186.000,True
1/10/2009 2:00:00 PM,1/10/2009 9:00:00 AM,SERC,SOUTH,DOM,DOM,12147.000,True
1/10/2009 3:00:00 PM,1/10/2009 10:00:00 AM,SERC,SOUTH,DOM,DOM,11869.000,True
1/10/2009 4:00:00 PM,1/10/2009 11:00:00 AM,SERC,SOUTH,DOM,DOM,11460.000,True
1/10/2009 5:00:00 PM,1/10/2009 12:00:00 PM,SERC,SOUTH,DOM,DOM,11075.000,True
1/10/2009 6:00:00 PM,1/10/2009 1:00:00 PM,SERC,SOUTH,DOM,DOM,10688.000,True
1/10/2009 7:00:00 PM,1/10/2009 2:00:00 PM,SERC,SOUTH,DOM,DOM,10545.000,True
1/10/2009 8:00:00 PM,1/10/2009 3:00:00 PM,SERC,SOUTH,DOM,DOM,10616.000,True
1/10/2009 9:00:00 PM,1/10/2009 4:00:00 PM,SERC,SOUTH,DOM,DOM,10960.000,True
1/10/2009 10:00:00 PM,1/10/2009 5:00:00 PM,SERC,SOUTH,DOM,DOM,11647.000,True
1/10/2009 11:00:00 PM,1/10/2009 6:00:00 PM,SERC,SOUTH,DOM,DOM,11712.000,True
1/11/2009 12:00:00 AM,1/10/2009 7:00:00 PM,SERC,SOUTH,DOM,DOM,11469.000,True
1/11/2009 1:00:00 AM,1/10/2009 8:00:00 PM,SERC,SOUTH,DOM,DOM,11215.000,True
1/11/2009 2:00:00 AM,1/10/2009 9:00:00 PM,SERC,SOUTH,DOM,DOM,10776.000,True
1/11/2009 3:00:00 AM,1/10/2009 10:00:00 PM,SERC,SOUTH,DOM,DOM,10225.000,True
1/11/2009 4:00:00 AM,1/10/2009 11:00:00 PM,SERC,SOUTH,DOM,DOM,9596.000,True
1/11/2009 5:00:00 AM,1/11/2009 12:00:00 AM,SERC,SOUTH,DOM,DOM,9032.000,True
1/11/2009 6:00:00 AM,1/11/2009 1:00:00 AM,SERC,SOUTH,DOM,DOM,8727.000,True
1/11/2009 7:00:00 AM,1/11/2009 2:00:00 AM,SERC,SOUTH,DOM,DOM,8500.000,True
